S 9 11 11

1 U
5,0	4,70753e008	6,82562e008	9,32592e008	1,23340e009	1,58875e009	1,97215e009	2,38186e009	2,81992e009	3,28031e009	3,75835e009	4,24955e009	

6 Rc
    3500	    3750	    4000	    4250	    4500	    4750	    5000	    5250	    5500	    5750	    6000	
0,0	1,99471e008	4,13715e008	6,63303e008	9,71066e008	1,34786e009	1,79135e009	2,29433e009	2,84505e009	3,53367e009	4,21672e009	4,93674e009	
0,5	1,89811e008	4,09900e008	6,63682e008	9,69197e008	1,34199e009	1,78081e009	2,27721e009	2,82044e009	3,42036e009	4,18888e009	4,92363e009	
1,0	1,79674e008	4,03463e008	6,63005e008	9,67481e008	1,33504e009	1,76844e009	2,26028e009	2,80302e009	3,39211e009	4,03947e009	4,89868e009	
1,5	1,69700e008	3,95350e008	6,61239e008	9,66307e008	1,33078e009	1,75992e009	2,24620e009	2,78686e009	3,37745e009	4,01572e009	4,72286e009	
2,0	1,60675e008	3,85648e008	6,58093e008	9,65354e008	1,32793e009	1,75277e009	2,23544e009	2,77080e009	3,35403e009	3,99350e009	4,69568e009	
2,5	1,53555e008	3,75510e008	6,54246e008	9,65670e008	1,32727e009	1,74876e009	2,22809e009	2,76093e009	3,34383e009	3,97781e009	4,67334e009	
3,0	1,54188e008	3,66085e008	6,48718e008	9,65943e008	1,32818e009	1,74778e009	2,22481e009	2,75487e009	3,33470e009	3,96599e009	4,65364e009	
3,5	1,78102e008	3,62376e008	6,42322e008	9,66034e008	1,33105e009	1,75008e009	2,22654e009	2,75593e009	3,33508e009	3,96145e009	4,64018e009	
4,0	2,04250e008	3,74227e008	6,34923e008	9,65662e008	1,33523e009	1,75552e009	2,23265e009	2,76312e009	3,34146e009	3,96500e009	4,63721e009	
4,5	2,18097e008	3,89769e008	6,28799e008	9,57750e008	1,33949e009	1,76377e009	2,24277e009	2,77406e009	3,35274e009	3,97730e009	4,64392e009	
5,0	2,26613e008	3,97738e008	6,27556e008	9,37589e008	1,33508e009	1,77307e009	2,25502e009	2,78913e009	3,37025e009	3,99485e009	4,65872e009

7 Ic
    3500	    3750	    4000	    4250	    4500	    4750	    5000	    5250	    5500	    5750	    6000	
0,0	2,04438e008	3,59840e008	5,26391e008	7,20707e008	9,52262e008	1,22056e009	1,51429e009	1,81671e009	2,13319e009	2,44165e009	2,74876e009	
0,5	1,96901e008	3,55680e008	5,24537e008	7,16318e008	9,42674e008	1,20538e009	1,49496e009	1,79711e009	2,10703e009	2,43499e009	2,75473e009	
1,0	1,89639e008	3,50967e008	5,23372e008	7,14452e008	9,36811e008	1,19396e009	1,47979e009	1,78264e009	2,09231e009	2,41198e009	2,75790e009	
1,5	1,82743e008	3,45676e008	5,22372e008	7,14191e008	9,33960e008	1,18700e009	1,46891e009	1,77084e009	2,08478e009	2,40510e009	2,74084e009	
2,0	1,76498e008	3,39740e008	5,21186e008	7,14764e008	9,33371e008	1,18266e009	1,46143e009	1,76088e009	2,07442e009	2,39990e009	2,73838e009	
2,5	1,71585e008	3,33769e008	5,19678e008	7,16132e008	9,34316e008	1,18110e009	1,45625e009	1,75481e009	2,06910e009	2,39680e009	2,73733e009	
3,0	1,72734e008	3,28387e008	5,17285e008	7,17646e008	9,36607e008	1,18190e009	1,45454e009	1,75113e009	2,06482e009	2,39409e009	2,73602e009	
3,5	1,92937e008	3,28023e008	5,14703e008	7,19190e008	9,39949e008	1,18477e009	1,45611e009	1,75113e009	2,06498e009	2,39382e009	2,73585e009	
4,0	2,14632e008	3,41333e008	5,13982e008	7,20864e008	9,44410e008	1,18986e009	1,46049e009	1,75482e009	2,06819e009	2,39665e009	2,73945e009	
4,5	2,25957e008	3,56622e008	5,18403e008	7,21165e008	9,49257e008	1,19659e009	1,46775e009	1,76165e009	2,07499e009	2,40426e009	2,74644e009	
5,0	2,32777e008	3,64399e008	5,24595e008	7,19174e008	9,51942e008	1,20457e009	1,47687e009	1,77171e009	2,08571e009	2,41557e009	2,75762e009

8 J
    3500	    3750	    4000	    4250	    4500	    4750	    5000	    5250	    5500	    5750	    6000	
0,0	5,59104e008	7,10627e008	8,90917e008	1,08334e009	1,27560e009	1,46505e009	1,65507e009	1,84175e009	2,05580e009	2,23888e009	2,41397e009	
0,5	5,58262e008	7,03663e008	8,78432e008	1,06911e009	1,26310e009	1,45502e009	1,64582e009	1,83445e009	2,02385e009	2,24504e009	2,43254e009	
1,0	5,59433e008	7,00146e008	8,69152e008	1,05724e009	1,25104e009	1,44445e009	1,63685e009	1,82895e009	2,01863e009	2,21002e009	2,44095e009	
1,5	5,61869e008	6,99229e008	8,63109e008	1,04815e009	1,24191e009	1,43657e009	1,62968e009	1,82282e009	2,01725e009	2,20936e009	2,40617e009	
2,0	5,64932e008	7,00592e008	8,59903e008	1,04175e009	1,23401e009	1,42935e009	1,62372e009	1,81766e009	2,01112e009	2,20761e009	2,40695e009	
2,5	5,67755e008	7,03340e008	8,59156e008	1,03788e009	1,22891e009	1,42442e009	1,61940e009	1,81464e009	2,01009e009	2,20692e009	2,40763e009	
3,0	5,65758e008	7,06328e008	8,60260e008	1,03616e009	1,22570e009	1,42100e009	1,61691e009	1,81278e009	2,00868e009	2,20678e009	2,40786e009	
3,5	5,50220e008	7,03142e008	8,62261e008	1,03640e009	1,22474e009	1,41923e009	1,61629e009	1,81323e009	2,01073e009	2,20862e009	2,40857e009	
4,0	5,36935e008	6,83765e008	8,57667e008	1,03797e009	1,22583e009	1,41981e009	1,61760e009	1,81620e009	2,01451e009	2,21226e009	2,41222e009	
4,5	5,27783e008	6,65206e008	8,36618e008	1,03359e009	1,22800e009	1,42294e009	1,62128e009	1,82070e009	2,01979e009	2,21860e009	2,41774e009	
5,0	5,21692e008	6,55206e008	8,14623e008	1,01244e009	1,22542e009	1,42726e009	1,62624e009	1,82685e009	2,02723e009	2,22668e009	2,42530e009		

9 K
    3500	    3750	    4000	    4250	    4500	    4750	    5000	    5250	    5500	    5750	    6000	
0,0	4,19505e008	4,58425e008	4,97233e008	5,35037e008	5,72171e008	6,09261e008	6,46185e008	6,81687e008	7,24221e008	7,50956e008	7,75502e008	
0,5	4,21137e008	4,60325e008	4,99397e008	5,37921e008	5,75823e008	6,13353e008	6,50497e008	6,86929e008	7,21937e008	7,62579e008	7,90789e008	
1,0	4,22359e008	4,61724e008	5,01019e008	5,39645e008	5,77612e008	6,15628e008	6,54208e008	6,91336e008	7,26539e008	7,59134e008	8,01847e008	
1,5	4,23504e008	4,62991e008	5,02292e008	5,41263e008	5,79949e008	6,18786e008	6,56249e008	6,94479e008	7,31537e008	7,64879e008	7,99472e008	
2,0	4,24502e008	4,64227e008	5,03572e008	5,42726e008	5,82328e008	6,20599e008	6,58004e008	6,96688e008	7,33166e008	7,70592e008	8,05264e008	
2,5	4,25007e008	4,65491e008	5,05517e008	5,45116e008	5,84264e008	6,22659e008	6,60831e008	6,98865e008	7,36460e008	7,74400e008	8,10393e008	
3,0	4,19775e008	4,67281e008	5,07390e008	5,46993e008	5,86238e008	6,24899e008	6,63254e008	7,01227e008	7,38713e008	7,77895e008	8,14568e008	
3,5	3,88755e008	4,61987e008	5,09198e008	5,49415e008	5,88752e008	6,27757e008	6,65966e008	7,03616e008	7,41893e008	7,81401e008	8,18226e008	
4,0	3,53074e008	4,34272e008	5,04038e008	5,51651e008	5,91640e008	6,30701e008	6,69132e008	7,07088e008	7,45258e008	7,84856e008	8,21878e008	
4,5	3,36071e008	4,00163e008	4,80291e008	5,47756e008	5,94774e008	6,34329e008	6,72995e008	7,10754e008	7,48659e008	7,88369e008	8,25417e008	
5,0	3,29105e008	3,81621e008	4,49972e008	5,28865e008	5,92489e008	6,37415e008	6,76193e008	7,14447e008	7,52349e008	7,92059e008	8,28960e008	
