I Ic
S 45
  0.3818   1.768
  0.4057   1.785
  0.4275   1.795
  0.4486   1.767
  0.4695   1.791
  0.4905   1.798
  0.5121   1.786
  0.5345    1.78
  0.5579   1.796
  0.5794   1.783
  0.6071    1.78
  0.6284   1.762
   0.684   1.739
   0.705    1.76
  0.7279   1.728
  0.7488   1.711
  0.7711   1.709
  0.7925   1.701
  0.8209   1.697
   0.845   1.689
  0.8981   1.658
  0.9192   1.673
  0.9404    1.65
  0.9679   1.649
  0.9891   1.658
 0.01099   1.661
 0.03227   1.663
 0.05741   1.669
 0.09732   1.667
  0.1206   1.673
  0.1568   1.686
  0.1786   1.694
  0.1995   1.695
  0.2207   1.701
  0.2439   1.717
  0.2654   1.694
  0.2863   1.716
  0.3105   1.731
  0.3327   1.741
  0.3543   1.746
  0.3758   1.736
  0.3967   1.752
  0.4176   1.755
