I Rc
S 43
  0.3933   1.441
  0.4151   1.449
  0.4581   1.449
  0.4789   1.452
  0.4999   1.456
   0.522   1.435
  0.5461   1.466
  0.5673   1.467
  0.5889    1.47
  0.6166   1.448
  0.6378   1.456
  0.6932   1.451
  0.7145    1.42
  0.7373   1.427
  0.7582   1.414
  0.7805   1.409
  0.8019   1.405
  0.8301   1.393
  0.8545   1.359
  0.9074   1.366
  0.9288   1.358
  0.9498   1.349
  0.9773   1.348
  0.9984   1.358
 0.02043    1.36
 0.04172   1.361
 0.06674   1.361
  0.1067   1.365
  0.1301   1.385
  0.1661   1.383
   0.188    1.38
  0.2092   1.382
  0.2301   1.397
  0.2534   1.398
  0.2748   1.419
  0.2957   1.418
    0.32   1.431
  0.3422   1.436
  0.3638   1.424
  0.3851   1.441
  0.4061   1.437
  0.4272   1.439
  0.4097   1.435
