0	-1,14556491651952
0,01	0,624554447569299
0,02	-0,291300895067413
0,03	-0,0217954230656757
0,04	-0,170954195897366
0,05	0,0947604066298558
0,06	0,142368424699583
0,07	0,200968494919118
0,08	-0,397469781945785
0,09	-0,00691960281397319
0,1	0,447149076895682
0,11	-0,0623350531801404
0,12	0,20215844315437
0,13	0,0549846893462592
0,14	-0,125173538310982
0,15	0,414734973390276
0,16	0,197401584160104
0,17	-0,441217540552283
0,18	0,137141857962764
0,19	-0,926054245297995
0,2	0,995993091691903
0,21	-0,391904834703197
0,22	-1,1222142956673
0,23	0,0678904600572082
0,24	0,114070116692124
0,25	-4,16629841381078
0,26	-2,18395532134211
0,27	-5,87880970095267
0,28	-5,43268532744227
0,29	-6,89650528293859
0,3	-8,62684907192506
0,31	-10,4236131526861
0,32	-11,4981233270558
0,33	-15,8125410911786
0,34	-16,8113667824783
0,35	-15,7498581127738
0,36	-22,6447926542439
0,37	-21,2470539543008
0,38	-25,9005978333612
0,39	-24,7721807562444
0,4	-28,0365310446451
0,41	-28,5831712770304
0,42	-30,8416966283835
0,43	-32,2363306805653
0,44	-33,1280356067243
0,45	-35,3846168384808
0,46	-34,5425022016099
0,47	-34,028244943162
0,48	-32,9503486752985
0,49	-32,6847266767252
0,5	-32,4050921054149
0,51	-32,6847266767256
0,52	-32,9503486752991
0,53	-34,028244943162
0,54	-34,5425022016063
0,55	-35,3846168384802
0,56	-33,1280356067225
0,57	-32,2363306805645
0,58	-30,8416966283829
0,59	-28,5831712770285
0,6	-28,0365310446456
0,61	-24,7721807562433
0,62	-25,9005978333606
0,63	-21,2470539543001
0,64	-22,6447926542445
0,65	-15,7498581127758
0,66	-16,8113667824814
0,67	-15,8125410911743
0,68	-11,498123327056
0,69	-10,4236131526865
0,7	-8,62684907192536
0,71	-6,89650528293754
0,72	-5,43268532744366
0,73	-5,8788097009545
0,74	-2,18395532134116
0,75	-4,16629841381125
0,76	0,11407011669318
0,77	0,0678904600562463
0,78	-1,12221429566786
0,79	-0,391904834700646
0,8	0,995993091687516
0,81	-0,926054245296951
0,82	0,137141857964705
0,83	-0,441217540553907
0,84	0,197401584161505
0,85	0,414734973387173
0,86	-0,125173538309064
0,87	0,0549846893451033
0,88	0,202158443156192
0,89	-0,0623350531811249
0,9	0,447149076893923
0,91	-0,00691960281503423
0,92	-0,397469781942132
0,93	0,200968494919407
0,94	0,142368424698496
0,95	0,0947604066294828
0,96	-0,170954195896468
0,97	-0,021795423067208
0,98	-0,291300895066952
0,99	0,624554447567699
