1
-1	-1	-1	-0,99997104806022	-1	-0,999927113702624	-0,999980385618736	-1	-1	-1	
-0,999751181886041	-0,999412283279459	-0,999540335555045	-0,999640335434532	-0,999763649255495	-0,999708033256402	-0,999737440924208	-0,999790363718948	-0,999851768716847	-0,999909926139434	
-0,996446573067341	-0,997470160871822	-0,99808816299776	-0,998367649786681	-0,998813002191381	-0,998900541271989	-0,998790173083302	-0,998967919497721	-0,999228077398106	-0,999435763888889	
-0,990352773748597	-0,993159144893112	-0,994640877171369	-0,995434002161007	-0,996255191666099	-0,996988528556757	-0,996698889235368	-0,996835960940483	-0,997575718395449	-0,998149225318598	
-0,979956904558457	-0,985278324682298	-0,988158721790791	-0,990161129331242	-0,991293428212641	-0,993265993265993	-0,993190532857332	-0,992690469496767	-0,993923797269283	-0,995330257679757	
-0,964003580184457	-0,972810759997108	-0,97772467355125	-0,981557329089335	-0,983009231978	-0,98643564881047	-0,987850019596743	-0,985918677130769	-0,987258520496309	-0,989965566672085	
-0,94140764161026	-0,954604067756872	-0,962418858899897	-0,968257137153124	-0,970900155199172	-0,975320189955389	-0,979643302038708	-0,976613122787912	-0,97647038149964	-0,980760739292248	
-0,911303646987709	-0,929773895893499	-0,941043139166464	-0,948988267301479	-0,954313319530711	-0,958674337573941	-0,966938253316275	-0,965057847376417	-0,960783985538781	-0,966307107327888	
-0,872952905864387	-0,897179606384627	-0,912545412383087	-0,923072335857833	-0,932344892091315	-0,935928629359286	-0,947891952689759	-0,950723063617531	-0,940215942415356	-0,945292677007259	
-0,826027154139675	-0,856075033326985	-0,876470525382257	-0,890139576767222	-0,903617422688869	-0,907138011607749	-0,921222707423581	-0,931473882858083	-0,9158404034209	-0,916876044583661	
-0,77031622760266	-0,806727809132889	-0,832528690146419	-0,850352619458837	-0,867391989908546	-0,872792890028163	-0,886748912754061	-0,904385820032732	-0,888972889342101	-0,8807529455081	
-0,706735884951472	-0,749836966648034	-0,780621118012422	-0,804187821071289	-0,82384928363447	-0,833248121465644	-0,845283888057123	-0,867551247417766	-0,859214632298562	-0,837387065803402	
-0,636911428699431	-0,687077405744577	-0,722738235746908	-0,752642102256498	-0,774452392740682	-0,788633072690414	-0,798251018797765	-0,821337636722252	-0,823127018004706	-0,787306501547988	
-0,56438411532891	-0,622566600250904	-0,66387039502885	-0,698824998843503	-0,722839208112023	-0,740055707248803	-0,747439313819378	-0,767171180739954	-0,774779355682272	-0,727881417855918	
-0,497144022847817	-0,564959630325496	-0,613069544364508	-0,650023331777882	-0,6741097489784	-0,688728460768299	-0,691134248142964	-0,703399347207792	-0,706340956340956	-0,64870120157551	
-0,454313114023775	-0,533132116888462	-0,583317810974928	-0,61226	-0,624225730225534	-0,623671491391136	-0,608348991925245	-0,609341480525026	-0,597333239018179	-0,52262927062986	
-0,488393825794601	-0,544348031783921	-0,548059381148274	-0,526557059961315	-0,493585018971965	-0,4618736658625	-0,416125722528673	-0,406546261850474	-0,384792586516815	-0,309177700074647	
-0,00218944358642568	-0,00149011053857259	-0,0011338463167555	-0,000917853042479908	-0,000766913627067221	-0,000671001333098574	-0,000562287027901252	-0,000539591836734694	-0,000501727326656663	-0,000380909592174321	
10
-1	-1	-1	-0,99997104806022	-0,999957871677128	-1	-0,99998036867626	-1	-1	-1	
-0,999337912770007	-0,999412283279459	-0,999540335555045	-0,999621405720559	-0,999724246602324	-0,999707822021872	-0,999736078120876	-0,999787595581988	-0,999859281469535	-0,999906950776961	
