I B
S 72
  0.7014  0.6275
  0.7204  0.6252
  0.7462  0.6292
  0.7546  0.6292
  0.7732  0.6397
  0.7923  0.6391
  0.8111  0.6403
    0.83   0.648
  0.8486  0.6427
  0.8679  0.6558
  0.8869  0.6583
  0.9059  0.6613
  0.9252  0.6619
  0.9445  0.6644
  0.9634  0.6755
  0.9821  0.6767
 0.002288  0.6811
 0.02126  0.6931
 0.04008  0.7053
 0.05899  0.7119
 0.07792  0.7112
 0.09674  0.7231
  0.1156  0.7291
  0.1349  0.7413
  0.1538  0.7447
  0.1733  0.7393
  0.1936  0.7447
   0.219  0.7475
  0.1177  0.7372
  0.1371   0.753
   0.156  0.7427
  0.1753   0.744
  0.1945  0.7352
  0.2136  0.7365
   0.233  0.7352
   0.253  0.7305
  0.2644  0.7244
  0.2837  0.7158
  0.3032  0.7034
  0.3221  0.6944
  0.3412  0.7015
  0.3603  0.6823
  0.3794   0.678
  0.3985  0.6583
  0.4173  0.6595
  0.4362  0.6415
  0.4615  0.6345
  0.4988  0.6189
  0.5179  0.6121
  0.5368  0.6109
  0.5554  0.6132
  0.5621  0.6042
  0.5814  0.5998
  0.6007  0.6093
  0.6203  0.6087
  0.6394  0.6143
    0.66   0.607
  0.6789   0.607
   0.698  0.6275
  0.7171  0.6177
  0.7414  0.6212
  0.7605  0.6362
  0.7837   0.635
  0.8026   0.638
  0.8223   0.638
  0.8412  0.6498
  0.8605  0.6486
  0.8794  0.6528
  0.8987  0.6589
  0.9176   0.673
   0.944  0.6817
  0.9569  0.6421
