I Ic
S 67
   0.733  0.5124
  0.7674    0.52
  0.7862   0.519
  0.8052  0.5195
   0.824  0.5219
  0.8429  0.5224
  0.8618  0.5282
   0.881  0.5277
  0.8999  0.5302
  0.9189  0.5292
   0.938  0.5336
  0.9573  0.5375
  0.9762  0.5425
  0.9951  0.5435
 0.01513   0.545
 0.03415   0.543
 0.05309  0.5506
 0.07203  0.5536
 0.09092  0.5541
  0.1096  0.5572
  0.1284  0.5556
   0.148  0.5582
  0.1671  0.5629
  0.1862  0.5618
   0.213  0.5623
  0.2257  0.5613
  0.1498  0.5541
  0.1693  0.5567
  0.1884  0.5608
  0.2075  0.5582
  0.2265  0.5608
  0.2461  0.5598
  0.2774  0.5556
  0.2969  0.5541
  0.3162  0.5475
  0.3352   0.543
  0.3543  0.5415
  0.3733   0.536
  0.3923  0.5287
  0.4116  0.5267
  0.4302  0.5195
  0.4491  0.5162
  0.4683  0.5096
  0.5117   0.504
  0.5309  0.5016
  0.5498  0.4993
  0.5752  0.4934
  0.5945  0.4911
  0.6138  0.4884
  0.6334  0.4948
  0.6524  0.4957
  0.6728  0.4984
  0.6918   0.497
  0.7112  0.4993
  0.7301  0.5012
  0.7544  0.5058
  0.7734  0.5091
  0.7966  0.5119
  0.8157  0.5148
  0.8353  0.5171
  0.8543  0.5171
  0.8733  0.5205
  0.8922   0.521
  0.9115  0.5219
  0.9367  0.5263
   0.951  0.5282
  0.9704  0.5306
